NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,1.79651877966679,1
NaN,NaN,NaN,NaN,NaN,1.8215992607414,1.79286075520199,1
NaN,NaN,NaN,NaN,5.13504515006006,1.91035477062244,1.43061272342245,1
NaN,NaN,NaN,NaN,3.00135958813615,1.66041633384794,1.47985901745145,1
NaN,NaN,NaN,NaN,2.16411028358079,1.4503530840424,1.20485623732615,1
NaN,NaN,NaN,NaN,1.92329935997674,1.45123740795561,1.16669880664769,1
NaN,NaN,NaN,4.40407464145926,1.93212069163527,1.44024112451617,1.21663145018999,1
NaN,NaN,NaN,2.58468123062872,1.52137449004598,1.3044140225328,1.17968883688114,1
NaN,NaN,1.55901523523515,1.88757873686498,1.30498673148873,1.10731402154262,1.17358302307676,1
NaN,2.07544952076836,2.03482212477869,1.48029554193676,1.21238315852258,1.14760152134344,1.22710723148957,1
1.51609826451898,1.77051575454439,1.72174820955123,1.28156456781108,0.985119259800261,0.879273153642964,0.999421151882991,1
1.44406087988585,2.04696169715162,1.44266392379111,1.16439721736829,0.944416022101861,0.982784043986925,1.17830271995414,1
1.57083032418151,1.54682909703142,1.25866758320208,1.04432249481482,0.959777149473301,1.05074287760381,1.05754903839353,1
1.47541285253429,1.20449196375911,1.02813566987347,0.98086630980183,0.940356065806422,1.05736250794866,1.12000780244142,1
0.98846578264871,1.11638268751973,1.02529912826356,0.925084511314889,0.868418461657864,1.0287501260294,0.986525675128748,1
0.666476716846952,0.810989517363745,0.777661758500664,0.744749215813266,0.793130601133339,0.870900023819756,0.932027952295296,1
0.796159880735587,0.919837914406649,0.931505164763013,1.06505726238664,0.992085790196139,1.15145595546309,1.06004577682777,1
0.371649991011643,0.532794534609328,1.00668662520697,0.665316737995159,0.47683714416413,0.529949521946141,0.661690459990043,1
0.740413807244391,1.20437647430523,1.17825154856584,1.12898624869052,1.2331252626055,1.04671955841992,1.81917363277741,1
1.00131290715224,1.29358355029159,1.36643471527229,1.80811728808871,1.05071486402589,1.22715879548227,1.5301254484105,1
NaN,1.31364795345225,0.972143700294739,1.08849168553101,0.904673449681689,1.06647306311312,1.09411695990479,1
NaN,NaN,NaN,NaN,NaN,NaN,0.836819732901176,1
